PassengerId,Survived
132,0.06508870242918974
39,0.624242737720418
756,0.5605232475055167
660,0.496817294596
799,0.06508809308245594
683,0.06507686674113716
840,0.2515037830003563
706,0.14198756583238797
122,0.06508530212462009
115,0.6244273815724203
250,0.5599389874390159
491,0.0650028037480083
161,0.0650148063089963
831,0.6291675160870907
58,0.06508809308245594
750,0.06508632219863737
214,0.1415249153047373
124,0.8877469224030806
47,0.06502022036150804
94,0.06500201380632382
611,0.6357309850098629
667,0.1415249153047373
821,0.9625012914435714
302,0.06502517158157976
614,0.06508632219863737
142,0.6247770145461022
162,0.9012232473766087
508,0.14198410556218122
110,0.6239220263112472
464,0.1415249153047373
792,0.14198756583238797
316,0.624771584692129
389,0.06508639292432068
398,0.14198756583238797
169,0.14198803769286863
884,0.14156386551004393
92,0.06508596789124266
252,0.7746397537502714
647,0.06508582644080718
808,0.6247757118008898
593,0.06508802235505386
856,0.6272451816379386
836,0.8886373718721962
861,0.06503277979441896
758,0.14154828435837197
868,0.25130166654138847
715,0.1415249153047373
187,0.629583680088529
5,0.06508530212462009
740,0.06508582644080718
752,0.5204240209996438
455,0.06508530212462009
687,0.06505509721973292
120,0.6235783771072471
537,0.7825578220698828
573,0.25153598748280204
580,0.06508572715365299
805,0.0650889574586951
606,0.0650197691744434
618,0.6298217165566048
569,0.06508809308245594
589,0.06508530212462009
240,0.14153620994737404
347,0.7973473821721219
695,0.5598997965585247
271,0.14195611141855766
490,0.34951885889550677
854,0.9584235339778774
90,0.06508530212462009
51,0.3484181623887823
588,0.3173818645246096
680,0.314593523234865
327,0.06509160964818186
314,0.06508582644080718
315,0.1419859929735701
381,0.7936485895360751
144,0.06508975756682532
188,0.14198410556218122
8,0.3492883288962834
276,0.9588906785681682
690,0.9169034852875232
820,0.3489418126626595
118,0.14191352124562714
104,0.06508202178303892
710,0.34954800646266315
9,0.6279166870655422
712,0.251534407576408
887,0.5605804753740583
332,0.25151544921359026
11,0.7695879794402538
698,0.6247778847788978
562,0.06508582644080718
330,0.917305887429921
873,0.3181144852217384
288,0.06508582644080718
450,0.7186245557931339
93,0.25119791627364296
475,0.6246682290997391
311,0.8886373718721962
45,0.6247702819393867
55,0.317830971528309
30,0.06508582644080718
160,0.34749379076967246
818,0.14191834738494372
625,0.0650148063089963
64,0.3489418126626595
254,0.0650148063089963
564,0.06508530212462009
225,0.25091801856762763
841,0.06508572715365299
643,0.6237263919201649
809,0.1415249153047373
268,0.06508623719190117
852,0.06508623719190117
832,0.5603611038330029
103,0.49728190012926454
615,0.06508530212462009
53,0.9821946228494213
771,0.06507438328087264
234,0.6235731474906994
210,0.25149114500815123
220,0.14156386551004393
847,0.06496057055595512
191,0.9011584042303667
32,0.9629966579645799
665,0.06508572715365299
147,0.06508616646637531
492,0.06508802235505386
461,0.251534407576408
511,0.06508632219863737
282,0.06508596789124266
465,0.06508530212462009
200,0.7973473821721219
153,0.06508530212462009
505,0.9170167804660003
886,0.6349282935079046
436,0.9167187810782508
694,0.06508810736395933
20,0.6264443671809068
640,0.0650148063089963
526,0.06508632219863737
29,0.6247702819393867
417,0.901680336754046
472,0.06508194682087785
405,0.6247294631755074
673,0.14156386551004393
371,0.2512536127319176
468,0.14198410556218122
463,0.2514182417490842
40,0.6245950452402814
31,0.5598163675270758
849,0.5594402758083576
383,0.06508572715365299
875,0.9014316303411972
419,0.1415249153047373
525,0.06508809308245594
502,0.6247770145461022
352,0.2514522615232447
435,0.251249160249634
548,0.14151147953616416
308,0.9498653069759497
716,0.12300057739704781
442,0.06507438328087264
423,0.06508589716598917
692,0.6244816777200223
728,0.6247776659180312
620,0.14156386551004393
76,0.12300057739704781
629,0.06508582644080718
482,0.14172755405493814
230,0.623853348646352
13,0.06508530212462009
503,0.6247833093855137
427,0.9015003681257536
797,0.9813191891750972
837,0.06508194682087785
167,0.9497490318320446
266,0.14156386551004393
289,0.1415249153047373
748,0.7973473821721219
136,0.1414930480860484
196,0.917275763566606
28,0.2492425090985542
787,0.6247902607568441
251,0.06508802235505386
102,0.06508582644080718
557,0.9470394672108918
842,0.14156386551004393
778,0.6245307636228261
610,0.8878744235412696
203,0.06509067619304991
395,0.7763498792324964
783,0.4955602258475192
653,0.06508399883169351
361,0.06509158488541382
714,0.06507453409212659
46,0.06508530212462009
447,0.797131701244142
157,0.6247778847788978
70,0.06508194682087785
105,0.06508572715365299
790,0.3173818645246096
181,0.6232735326666392
78,0.06508530212462009
223,0.06508530212462009
22,0.4957955416053525
50,0.6304985994409632
784,0.0650276160367491
320,0.9498023119138642
336,0.06508582644080718
718,0.8878118953323053
428,0.7969688538313479
305,0.06508530212462009
414,0.14172755405493814
19,0.6305821110681515
100,0.14198756583238797
860,0.06508809308245594
571,0.14156386551004393
811,0.06508585466286644
125,0.49728190012926454
326,0.888202360844287
834,0.06508596789124266
149,0.25153975497848285
549,0.06500207873625853
637,0.06508572715365299
135,0.1415249153047373
134,0.9015003681257536
38,0.06508530212462009
163,0.06508623719190117
595,0.14198756583238797
552,0.14198756583238797
554,0.06508810736395933
759,0.06508530212462009
532,0.06508809308245594
628,0.9588906785681682
128,0.06508839061437777
301,0.6247770145461022
676,0.06508623719190117
180,0.06511423144621971
725,0.251276363665333
612,0.06508870242918974
218,0.14198127448435638
654,0.6247728874430649
685,0.14190579645239257
358,0.7973473821721219
72,0.6233188038226145
550,0.5594654704167714
379,0.06509965302823968
535,0.6247294631755074
495,0.06508530212462009
260,0.9015003681257536
723,0.1415249153047373
531,0.7969688538313479
779,0.06508636470204421
724,0.1415249153047373
586,0.8886553001280634
295,0.06508582644080718
114,0.6246688805470663
691,0.31782596098135374
52,0.06508615218526814
10,0.9016243256241667
540,0.9174184980310852
341,0.7187407286419498
197,0.06508632219863737
762,0.06508844740061405
99,0.9013986457020262
185,0.6240328535318401
4,0.9496131413942063
