PassengerId,Survived
132,0.03
39,0.51
756,0.86
660,0.71
799,0.042
683,0.0
840,0.37
706,0.02
122,0.0
115,0.81
250,0.37
491,0.0
161,0.05
831,0.6066666666666667
58,0.18683333333333327
750,0.027535714285714285
214,0.23
124,0.82
47,0.0014285714285714286
94,0.102
611,0.71
667,0.0
821,0.84
302,0.02142857142857143
614,0.13334484959484955
142,0.71
162,0.698
508,0.47
110,0.9
464,0.01
792,0.10666666666666667
316,0.09
389,0.027198412698412694
398,0.03
169,0.135
884,0.06
92,0.0
252,0.42
647,0.0
808,0.82
593,0.03
856,0.4485
836,0.67
861,0.02
758,0.0
868,0.21
715,0.04
187,0.51875
5,0.0
740,0.0
752,0.7240000000000001
455,0.0
687,0.0725
120,0.39
537,0.6171428571428571
573,0.99
580,0.57
805,0.11599999999999999
606,0.0
618,0.62
569,0.4504523809523809
589,0.0
240,0.4366666666666667
347,0.86
695,0.58
271,0.51
490,0.54
854,0.83
90,0.0
51,0.14
588,0.5166666666666667
680,0.69
327,0.01
314,0.01
315,0.43
381,0.84
144,0.12144444444444445
188,0.25
8,0.64
276,0.87
690,0.7966666666666667
820,0.22
118,0.25
104,0.04
710,0.86
9,0.2341666666666667
712,0.93
887,0.23
332,0.19
11,0.44
698,0.8624159451659444
562,0.0
330,0.755
873,0.12714285714285714
288,0.0
450,0.63
93,0.415
475,0.27
311,0.88
45,0.41416666666666674
55,0.4266666666666667
30,0.0
160,0.19899999999999998
818,0.19
625,0.07
64,0.4
254,0.06833333333333334
564,0.02
225,0.13
841,0.02
643,0.41
809,0.0
268,0.0
852,0.06
832,0.87
103,0.8033333333333332
615,0.0
53,0.73
771,0.04
234,0.16
210,0.18100000000000002
220,0.12
847,0.02
191,0.94
32,0.8016666666666667
665,0.17
147,0.11
492,0.0
461,0.3
511,0.13334484959484955
282,0.03
465,0.0
200,0.98
153,0.07333333333333333
505,0.93
886,0.33
436,0.76
694,0.1286190476190476
20,0.8909999999999999
640,0.0
526,0.04724999999999999
29,0.9958333333333332
417,0.78
472,0.0
405,0.79
673,0.1
371,0.545
468,0.12
463,0.31
40,0.22
31,0.55
849,0.42
383,0.57
875,0.7375
419,0.23
525,0.4504523809523809
502,0.7530555555555555
352,0.93
435,0.34666666666666673
548,0.17
308,0.86
716,0.365
442,0.01
423,0.0
692,0.75
728,0.8624159451659444
620,0.06
76,0.31166666666666665
629,0.02
482,0.02
230,0.04
13,0.31
503,0.8624159451659444
427,0.66
797,0.66
837,0.12
167,0.87
266,0.05
289,0.0
748,1.0
136,0.27
196,0.6953333333333334
28,0.4
787,0.8
251,0.12883333333333336
102,0.0
557,0.54
842,0.62
778,0.5264285714285715
610,0.71
203,0.15333333333333335
395,0.49
783,0.72
653,0.12
361,0.03166666666666666
714,0.4905
46,0.02
447,0.97
157,0.8275
70,0.0
105,0.003333333333333333
790,0.28
181,0.08
78,0.01
223,0.01
22,0.6425
50,0.79
784,0.1
320,0.8
336,0.0
718,0.84
428,0.96
305,0.0
414,0.02
19,0.97
100,0.32
860,0.4504523809523809
571,0.4366666666666667
811,0.02
125,0.7
326,0.73
834,0.0
149,0.65
549,0.0
637,0.57
135,0.1
134,0.87
38,0.11
163,0.02
595,0.15
552,0.2
554,0.07
759,0.005
532,0.4504523809523809
628,0.93
128,0.13
301,0.8624159451659444
676,0.0
180,0.54
725,0.465
612,0.17
218,0.09
654,0.9958333333333332
685,0.2609090909090909
358,0.89
72,0.36
550,0.634
379,0.5663809523809523
535,0.27
495,0.11
260,0.7533333333333333
723,0.02
531,0.95
779,0.03691305916305916
724,0.02
586,0.89
295,0.0
114,0.47
691,0.36
52,0.11
10,0.77
540,0.735
341,0.95
197,0.13334484959484955
762,0.71
99,0.94
185,0.595
4,0.93
