PassengerId,Survived
132,0.12949916500724612
39,0.4845839202081734
756,0.3715038446572976
660,0.6168414057817415
799,0.12946875809257108
683,0.12951364948617083
840,0.4711756639612972
706,0.14494043525360212
122,0.1294020578167192
115,0.510472799792808
250,0.3984923513610852
491,0.1418550224379942
161,0.13505045812541994
831,0.5263197114863516
58,0.12946875809257108
750,0.12941262868059766
214,0.1378574863506401
124,0.5962320412679105
47,0.13423403117394628
94,0.14317005340876676
611,0.5265825091743039
667,0.1378574863506401
821,0.7304584745883176
302,0.14974739406636672
614,0.12941262868059766
142,0.556872752662187
162,0.7727073743135975
508,0.14554761409306138
110,0.44026212369817586
464,0.1378574863506401
792,0.14494043525360212
316,0.5561979380615298
389,0.1294139511036292
398,0.14494043525360212
169,0.14485932551451697
884,0.13832840368854704
92,0.12940715471199837
252,0.5971058592958229
647,0.12940550518737837
808,0.556711014186007
593,0.1294655967529934
856,0.5251286420062868
836,0.6608210518648434
861,0.13258647822442526
758,0.1380615290274818
868,0.40092541146415783
715,0.1378574863506401
187,0.526498764936882
5,0.1294020578167192
740,0.12940550518737837
752,0.505291198153019
455,0.1294020578167192
687,0.2179504324105892
120,0.3941676864583883
537,0.4875360969309739
573,0.4795800308465985
580,0.1294045299772506
805,0.1295135781534782
606,0.1342996213212473
618,0.5265912419905234
569,0.12946875809257108
589,0.1294020578167192
240,0.1379270201679219
347,0.8592107341585233
695,0.39994569602836805
271,0.1512112062414417
490,0.5088283341781175
854,0.5623678457141068
90,0.1294020578167192
51,0.3708763783456561
588,0.564838374955869
680,0.4999999949095455
327,0.12970837535419832
314,0.12940550518737837
315,0.1452137364186683
381,0.5086997012868579
144,0.12956279288766837
188,0.14554761409306138
8,0.4771096642142112
276,0.6265723343980198
690,0.6146903151566221
820,0.43450700235709405
118,0.14047748014252193
104,0.1294290083658325
710,0.5126882190314284
9,0.5256031299806239
712,0.479196434327811
887,0.36865289921698263
332,0.4743595287934639
11,0.5072379457625296
698,0.5569807356655758
562,0.12940550518737837
330,0.6204227099329103
873,0.32498932404575953
288,0.12940550518737837
450,0.589361176485454
93,0.3659294793806964
475,0.5430282467124243
311,0.6608210518648434
45,0.5560357656007398
55,0.4915624598867119
30,0.12940550518737837
160,0.32670701555940695
818,0.16065549807751722
625,0.13505045812541994
64,0.43450700235709405
254,0.13505045812541994
564,0.1294020578167192
225,0.3243286903361877
841,0.1294045299772506
643,0.41501619071604523
809,0.1378574863506401
268,0.12941114040427237
852,0.12941114040427237
832,0.3805412005534663
103,0.6741883402345366
615,0.1294020578167192
53,0.7236785955503819
771,0.12957494040665551
234,0.39350821037834294
210,0.4675577296423654
220,0.13832840368854704
847,0.40008248436257077
191,0.7649728796482123
32,0.6198225391541712
665,0.1294045299772506
147,0.1294099863326892
492,0.1294655967529934
461,0.479196434327811
511,0.12941262868059766
282,0.12940715471199837
465,0.1294020578167192
200,0.8592107341587507
153,0.12940205781717395
505,0.6128050082781726
886,0.5268276403808017
436,0.5796809834785108
694,0.1294694057282868
20,0.5244863668567703
640,0.13505045812541994
526,0.12941262868059766
