PassengerId,Survived
132,0.11463197
39,0.71105576
756,0.7427774
660,0.53617746
799,0.1614584
683,0.15050232
840,0.4757068
706,0.11010792
122,0.14442994
115,0.42888764
250,0.47874013
491,0.080763556
161,0.122345164
831,0.35788897
58,0.21238264
750,0.09804522
214,0.124623366
124,0.969043
47,0.057882257
94,0.05887166
611,0.18363473
667,0.11334207
821,0.96770346
302,0.0669764
614,0.096607946
142,0.5643715
162,0.95451164
508,0.41231474
110,0.1810948
464,0.055218715
792,0.12172408
316,0.54436576
389,0.096607946
398,0.06915761
169,0.15163349
884,0.11149828
92,0.10689819
252,0.49606758
647,0.10689819
808,0.6102707
593,0.044816785
856,0.6078334
836,0.9615119
861,0.03069958
758,0.12383841
868,0.38210365
715,0.042262282
187,0.61578655
5,0.17670073
740,0.09606105
752,0.8837159
455,0.14442994
687,0.071630016
120,0.13220748
537,0.6062695
573,0.70323277
580,0.31019038
805,0.021630777
606,0.10543529
618,0.6838076
569,0.21238264
589,0.13592607
240,0.2247867
347,0.8139137
695,0.49485582
271,0.33839726
490,0.8491439
854,0.9514922
90,0.13592607
51,0.10818896
588,0.1568643
680,0.43825603
327,0.012491859
314,0.09606105
315,0.05629257
381,0.91064364
144,0.061351202
188,0.28025737
8,0.66667914
276,0.9728812
690,0.9510953
820,0.2000872
118,0.058751293
104,0.1666568
710,0.6754566
9,0.53836316
712,0.5787521
887,0.60931367
332,0.30521804
11,0.6872194
698,0.65834445
562,0.05511393
330,0.9691291
873,0.032545254
288,0.09010519
450,0.6638068
93,0.21767049
475,0.57234126
311,0.95568705
45,0.6911552
55,0.19218834
30,0.09606105
160,0.15819632
818,0.16173744
625,0.20024925
64,0.21904832
254,0.13455889
564,0.22617301
225,0.31686336
841,0.24766688
643,0.104775496
809,0.08870189
268,0.042550303
852,0.045096
832,0.9510825
103,0.73664385
615,0.17670073
53,0.9763081
771,0.12783994
234,0.14344203
210,0.3159738
220,0.077363044
847,0.13046214
191,0.944759
32,0.9378526
665,0.1365531
147,0.09606105
492,0.143351
461,0.43391564
511,0.096607946
282,0.09606105
465,0.14442994
200,0.91900754
153,0.059346784
505,0.9831881
886,0.14746644
436,0.9473976
694,0.124218434
20,0.45256874
640,0.121119544
526,0.03763967
29,0.6446182
417,0.951297
472,0.11478867
405,0.6179692
673,0.045262344
371,0.4913809
468,0.19322275
463,0.35848796
40,0.5427876
31,0.520293
849,0.7418306
383,0.31019038
875,0.8975473
419,0.124623366
525,0.21238264
502,0.67147404
352,0.50040317
435,0.37927544
548,0.20826672
308,0.9377143
716,0.16642152
442,0.15050232
423,0.09606105
692,0.69960415
728,0.65834445
620,0.11149828
76,0.13929659
629,0.09606105
482,0.022600558
230,0.11537
13,0.15975933
503,0.65834445
427,0.8804697
797,0.8447974
837,0.1321832
167,0.9763667
266,0.113405496
289,0.06388215
748,0.9231596
136,0.102279186
196,0.92221785
28,0.12529211
787,0.6102707
251,0.09075205
102,0.09606105
557,0.8832435
842,0.1966054
778,0.6104098
610,0.9031859
203,0.0214309
395,0.7849821
783,0.5826042
653,0.1321832
361,0.12345049
714,0.1359175
46,0.22617301
447,0.9498075
157,0.7039096
70,0.063482486
105,0.082824446
790,0.2548887
181,0.14033175
78,0.14442994
223,0.07349345
22,0.2562349
50,0.71105576
784,0.04367623
320,0.97878826
336,0.09606105
718,0.9392412
428,0.9310269
305,0.14442994
414,0.022600558
19,0.81270635
100,0.101187214
860,0.21238264
571,0.06325925
811,0.09606105
125,0.4728956
326,0.9378052
834,0.09010519
149,0.23782372
549,0.112060465
637,0.31019038
135,0.11334207
134,0.9019839
38,0.14049979
163,0.09606105
595,0.12916675
552,0.12947257
554,0.11987403
759,0.17670073
532,0.21238264
628,0.9842553
128,0.055008262
301,0.65834445
676,0.10689819
180,0.03170143
725,0.36213374
612,0.044820663
218,0.17236432
654,0.6446182
685,0.08666518
358,0.86185175
72,0.096738085
550,0.73423237
379,0.08285338
535,0.58626425
495,0.14049979
260,0.87310636
723,0.14345174
531,0.87568563
779,0.096607946
724,0.052564047
586,0.97535694
295,0.09010519
114,0.53568566
691,0.4523455
52,0.09330358
10,0.90265375
540,0.9421674
341,0.82974917
197,0.096607946
762,0.03371181
99,0.9442709
185,0.5130895
4,0.9360602
