PassengerId,Survived
132,0.27122541522444926
39,0.6759769210595331
756,0.6829268292682927
660,0.2926829268292683
799,0.3298553865329595
683,0.07263661226324893
840,0.36948273830564393
706,0.014176245210727969
122,0.11778204772550198
115,0.23196037563092098
250,0.39837398373983746
491,0.02411848856899681
161,0.10060975609756098
831,0.10772357723577235
58,0.3147953787900249
750,0.020796153083482056
214,0.05401364358471171
124,0.9512195121951219
47,0.04338839823670282
94,0.07926829268292683
611,0.5402280646183085
667,0.041818521633492194
821,0.975609756097561
302,0.06371360148873534
614,0.04291414349415539
142,0.6173241916750963
162,0.975609756097561
508,0.7172143032069745
110,0.30657992951876756
464,0.041818521633492194
792,0.08734697691804505
316,0.4100071185043648
389,0.022317937532095773
398,0.4897860013082889
169,0.05423562994198107
884,0.004878048780487805
92,0.14377482364536273
252,0.5097402597402597
647,0.03970978299495624
808,0.7491476527668501
593,0.04026856719443051
856,0.8451061133987964
836,0.9512195121951219
861,0.019026373190561177
758,0.009298196430240165
868,0.05853658536585367
715,0.041818521633492194
187,0.5667604752970608
5,0.08832288677305285
740,0.09481957246317625
752,0.9146341463414634
455,0.11778204772550198
687,0.003048780487804878
120,0.26083702882483367
537,0.7926829268292683
573,0.8902439024390244
580,0.8382985859561566
805,0.137677262669753
606,0.06170930001982946
618,0.8780487804878049
569,0.38325745753842383
589,0.04267828746991696
240,0.21637330289559056
347,0.926829268292683
695,0.6930894308943089
271,0.591198043044373
490,0.6999999999999998
854,0.8902439024390244
90,0.0322253257974431
51,0.15365853658536585
588,0.21951219512195122
680,0.7317073170731707
327,0.01166100250715137
314,0.02639193553076732
315,0.5888501742160278
381,0.94579945799458
144,0.03299127503470156
188,0.8185153881241782
8,0.5967479674796748
276,0.975609756097561
690,0.975609756097561
820,0.17804878048780487
118,0.11879597367402245
104,0.06694555535267982
710,0.6499999999999999
9,0.8085207475451378
712,0.7311552121732396
887,0.06422764227642276
332,0.13714672861014326
11,0.8048780487804879
698,0.6896598577206471
562,0.03970978299495625
330,0.9512195121951219
873,0.1861788617886179
288,0.02577250076499109
450,0.5853658536585366
93,0.32926829268292684
475,0.42220224045558424
311,0.9512195121951219
45,0.7441554975821405
55,0.18815331010452963
30,0.09481957246317625
160,0.05365853658536586
818,0.3353658536585366
625,0.18239270982422454
64,0.1983739837398374
254,0.011048572024181781
564,0.054471640543845325
225,0.27739063104916767
841,0.4846400493707907
643,0.26083702882483367
809,0.041818521633492194
268,0.04219710489787824
852,0.055563441531541614
832,0.975609756097561
103,0.2804878048780488
615,0.08832288677305285
53,0.9512195121951219
771,0.055563441531541614
234,0.6998614190687361
210,0.06287262872628725
220,0.020557491289198603
847,0.0
191,0.99150036954915
32,0.6219512195121951
665,0.43102981029810294
147,0.24743336023072862
492,0.021225415224449276
461,0.6626016260162602
511,0.04291414349415539
282,0.09387161032751529
465,0.11778204772550198
200,0.9024390243902439
153,0.18960757108867116
505,0.975609756097561
886,0.4275683665927569
436,0.9512195121951219
694,0.026893714059091807
20,0.8854718981972428
640,0.02411848856899681
526,0.008601031132262543
29,0.9123079413443403
417,0.9899728997289973
472,0.07507563665349283
405,0.23695253081563078
673,0.004878048780487805
371,0.8162020905923345
468,0.2636373393436905
463,0.07317073170731707
40,0.6056731127582923
31,0.5853658536585366
849,0.4878048780487805
383,0.8382985859561566
875,0.6905923344947735
419,0.05401364358471171
525,0.38325745753842383
502,0.9044342432267398
352,0.7677405780268982
435,0.7543554006968641
548,0.027439024390243903
308,1.0
716,0.04057108863771565
442,0.11653905128763918
423,0.23004992476669928
692,0.7515243902439024
728,0.6896598577206471
620,0.12718437529202878
76,0.20642474717430104
629,0.11723591539913743
482,0.07009959015846316
230,0.031162232076866223
13,0.5879815548285084
503,0.7258967915185565
427,0.5764016471333545
797,0.8536585365853658
837,0.33117319762910263
167,0.9451219512195121
266,0.004878048780487805
289,0.06620876553593122
748,0.9329268292682927
136,0.027439024390243903
196,0.8536585365853658
28,0.07317073170731707
787,0.8101232625229478
251,0.06677079197537138
102,0.09481957246317625
557,0.775609756097561
842,0.5871050102126637
778,0.8873590348806712
610,0.9918699186991871
203,0.05637644966162292
395,0.8292682926829268
783,0.5121951219512195
653,0.2799536854339807
361,0.1717479674796748
714,0.3423805480729323
46,0.054471640543845325
447,0.975609756097561
157,0.8800439993243009
70,0.29736551372482367
105,0.055611739044219705
790,0.2926829268292683
181,0.0
78,0.08733511526566311
223,0.12978630140719918
22,0.1951219512195122
50,0.9004065040650407
784,0.029563932002956393
320,0.975609756097561
336,0.09481957246317625
718,0.9024390243902439
428,0.9471544715447155
305,0.11778204772550198
414,0.07009959015846316
19,0.9573170731707319
100,0.196031746031746
860,0.38325745753842383
571,0.5139342785053467
811,0.14162615930157646
125,0.24390243902439024
326,0.9674796747967481
834,0.08279921388926519
149,0.11056910569105691
549,0.06402439024390244
637,0.8382985859561566
135,0.010452961672473867
134,0.899165874775631
38,0.26277830279598824
163,0.15747981783816187
595,0.018147502903600465
552,0.09954209886926454
554,0.019053992804736408
759,0.07694077295191465
532,0.38325745753842383
628,1.0
128,0.024390243902439025
301,0.7102560636827067
676,0.113287018767314
180,0.7754602048250925
725,0.7317073170731707
612,0.015127854248839518
218,0.6240805265195509
654,0.8635274535394624
685,0.07317073170731707
358,0.9390243902439024
72,0.1951219512195122
550,0.7682926829268293
379,0.24030834820543326
535,0.37080851223258776
495,0.26277830279598824
260,0.8891598915989158
723,0.09059900943837022
531,0.5691056910569106
779,0.022317937532095773
724,0.06620876553593122
586,0.9634146341463414
295,0.015319539092517225
114,0.05402570154733805
691,0.7128919860627178
52,0.5463661281700403
10,0.9064829479463624
540,0.975609756097561
341,0.9878048780487805
197,0.04291414349415539
762,0.40537175668786385
99,0.9704607046070461
185,0.47547117516629706
4,0.9951219512195121
