PassengerId,Survived
132,0.2207875457875458
39,0.43333333333333335
756,0.6
660,0.4666666666666667
799,0.3535666185666186
683,0.08186258186258186
840,0.49480676328502415
706,0.2622583708605214
122,0.1075946275946276
115,0.3977777777777778
250,0.16666666666666666
491,0.1
161,0.21245421245421248
831,0.3333333333333333
58,0.3565479850262459
750,0.13204545454545452
214,0.08830879102858863
124,0.8784313725490196
47,0.03333333333333333
94,0.4166666666666667
611,0.648888888888889
667,0.09941990213969974
821,0.8666666666666667
302,0.13333333333333333
614,0.07682576280402369
142,0.5768803418803419
162,0.9333333333333333
508,0.5247953216374269
110,0.59
464,0.0660865688063664
792,0.19559170419385472
316,0.36910256410256415
389,0.018955392433653302
398,0.3555917041938547
169,0.1234920634920635
884,0.08
92,0.10908480408480407
252,0.5822222222222223
647,0.036307026307026306
808,0.5291025641025641
593,0.09816849816849818
856,0.5
836,0.8
861,0.0
758,0.04687375547590601
868,0.3333333333333333
715,0.0660865688063664
187,0.5222222222222223
5,0.13747218467806704
740,0.08903885588096115
752,0.75
455,0.1075946275946276
687,0.05
120,0.305
537,0.65
573,0.6833333333333333
580,0.6541208791208791
805,0.25964035964035964
606,0.06666666666666667
618,0.6555555555555554
569,0.36226227074053163
589,0.07080551801140036
240,0.035952577888061756
347,0.8117647058823529
695,0.48000000000000004
271,0.4581286549707603
490,0.7388888888888888
854,1.0
90,0.07080551801140036
51,0.1
588,0.06666666666666667
680,0.6
327,0.026307026307026308
314,0.05630702630702632
315,0.23333333333333334
381,0.8666666666666667
144,0.07121212121212121
188,0.6622222222222223
8,0.36666666666666664
276,0.9333333333333333
690,1.0
820,0.1
118,0.10555555555555556
104,0.20964035964035965
710,0.6666666666666666
9,0.7
712,0.6438888888888888
887,0.08095238095238094
332,0.25055555555555553
11,0.7583333333333333
698,0.6523707773707774
562,0.036307026307026306
330,0.9333333333333333
873,0.13333333333333333
288,0.036307026307026306
450,0.586111111111111
93,0.18000000000000002
475,0.5502136752136751
311,0.9777777777777777
45,0.7772649572649573
55,0.13555555555555554
30,0.08903885588096115
160,0.12222222222222222
818,0.5333333333333333
625,0.14186258186258185
64,0.15
254,0.0
564,0.2057692307692308
225,0.2888888888888889
841,0.6541208791208791
643,0.23833333333333334
809,0.0660865688063664
268,0.29
852,0.08297369297369298
832,0.6666666666666666
103,0.6666666666666666
615,0.13747218467806704
53,1.0
771,0.132973692973693
234,0.305
210,0.2
220,0.051604938271604936
847,0.06666666666666667
191,0.9166666666666666
32,0.8666666666666667
665,0.47777777777777775
147,0.5418625818625818
492,0.08745421245421245
461,0.38333333333333336
511,0.07682576280402369
282,0.17352924852924853
465,0.1075946275946276
200,0.8117647058823529
153,0.1587057387057387
505,1.0
886,0.3
436,1.0
694,0.09621212121212121
20,0.8555555555555556
640,0.06666666666666667
526,0.02537878787878788
29,0.8902279202279201
417,0.9083333333333333
472,0.20964035964035965
405,0.4724358974358974
673,0.013333333333333334
371,0.58
468,0.43555555555555553
463,0.25
40,0.48333333333333334
31,0.4
849,0.4666666666666667
383,0.6541208791208791
875,0.5714285714285714
419,0.08830879102858863
525,0.36226227074053163
502,0.7402411477411478
352,0.7105555555555555
435,0.5133333333333333
548,0.13333333333333333
308,0.8666666666666667
716,0.2866666666666667
442,0.1551959151959152
423,0.2618166336587389
692,0.5333333333333333
728,0.6523707773707774
620,0.096873755475906
76,0.2533333333333333
629,0.15297369297369298
482,0.16600073960289013
230,0.03833333333333333
13,0.3142612942612943
503,0.7257041107041108
427,0.5003571428571428
797,0.7200000000000001
837,0.2585292485292485
167,0.8666666666666667
266,0.013333333333333334
289,0.0660865688063664
748,0.8784313725490196
136,0.06666666666666667
196,0.7
28,0.4222222222222223
787,0.6113247863247864
251,0.06792774476985004
102,0.08903885588096115
557,0.7333333333333333
842,0.34415770609318996
778,0.8342006033182504
610,0.8
203,0.09297369297369298
395,0.8
783,0.3488888888888889
653,0.17519591519591518
361,0.25
714,0.3412610781031834
46,0.2057692307692308
447,1.0
157,0.6527411477411478
70,0.3
105,0.026143790849673203
790,0.3
181,0.0
78,0.1124262364742241
223,0.13747218467806702
22,0.3049270990447461
50,0.8222222222222222
784,0.06666666666666667
320,0.9333333333333333
336,0.08903885588096115
718,0.8666666666666667
428,0.9075000000000001
305,0.1075946275946276
414,0.16600073960289013
19,0.9888888888888888
100,0.2792735042735043
860,0.36226227074053163
571,0.4108243727598566
811,0.21964035964035966
125,0.4
326,0.7444444444444446
834,0.15352924852924854
149,0.4687179487179487
549,0.26666666666666666
637,0.6541208791208791
135,0.06133735545500252
134,0.7670238095238096
38,0.2075946275946276
163,0.33297369297369295
595,0.20833333333333334
552,0.19559170419385472
554,0.09621212121212121
759,0.13747218467806704
532,0.36226227074053163
628,1.0
128,0.0
301,0.7102411477411478
676,0.18297369297369298
180,0.4600732600732601
725,0.575
612,0.08745421245421245
218,0.39722222222222225
654,0.6235612535612536
685,0.06666666666666667
358,0.8784313725490196
72,0.13333333333333333
550,0.5333333333333333
379,0.2517676767676768
535,0.4168803418803419
495,0.2075946275946276
260,0.7367063492063491
723,0.0660865688063664
531,0.8319444444444444
779,0.018955392433653302
724,0.0660865688063664
586,0.8666666666666667
295,0.036307026307026306
114,0.23333333333333334
691,0.58
52,0.4292796092796093
10,0.9166666666666666
540,0.8666666666666667
341,0.8666666666666667
197,0.07682576280402369
762,0.15412087912087913
99,0.8
185,0.4
4,0.9333333333333333
