PassengerId,Survived
132,0.0
39,0.9
756,0.7
660,0.4
799,0.39999999999999997
683,0.0
840,0.6
706,0.1
122,0.0
115,0.2
250,0.2
491,0.1
161,0.0
831,0.2
58,0.36666666666666664
750,0.14155844155844155
214,0.3
124,0.9
47,0.0
94,0.1
611,0.5
667,0.0
821,1.0
302,0.0
614,0.0979076479076479
142,0.8
162,1.0
508,0.7
110,0.2
464,0.0
792,0.1
316,0.5
389,0.0
398,0.0
169,0.1
884,0.0
92,0.0
252,0.5
647,0.0
808,0.9
593,0.0
856,0.9
836,1.0
861,0.0
758,0.0
868,0.4
715,0.0
187,0.7
5,0.1
740,0.0
752,1.0
455,0.0
687,0.05
120,0.3
537,0.8
573,0.9
580,0.8
805,0.0
606,0.0
618,1.0
569,0.4833333333333333
589,0.0
240,0.1
347,1.0
695,0.6
271,0.4
490,1.0
854,1.0
90,0.0
51,0.0
588,0.1
680,0.8
327,0.0
314,0.0
315,0.2
381,1.0
144,0.1
188,0.3
8,0.5
276,0.9
690,1.0
820,0.0
118,0.3
104,0.0
710,0.9
9,0.5
712,1.0
887,0.0
332,0.0
11,0.7
698,0.881031746031746
562,0.0
330,1.0
873,0.0
288,0.0
450,0.5
93,0.4
475,0.4
311,1.0
45,1.0
55,0.0
30,0.0
160,0.1
818,0.0
625,0.1
64,0.0
254,0.2
564,0.0
225,0.4
841,0.5
643,0.3
809,0.0
268,0.0
852,0.0
832,0.8
103,0.8
615,0.1
53,1.0
771,0.15
234,0.2
210,0.2
220,0.0
847,0.0
191,1.0
32,0.9
665,0.4
147,0.0
492,0.0
461,0.9
511,0.0979076479076479
282,0.2
465,0.0
200,1.0
153,0.2
505,1.0
886,0.5
436,1.0
694,0.0
20,0.96
640,0.1
526,0.014285714285714285
29,0.9
417,1.0
472,0.0
405,0.7
673,0.0
371,0.5
468,0.3
463,0.4
40,0.2
31,0.6
849,0.3
383,0.8
875,0.8
419,0.3
525,0.4833333333333333
502,1.0
352,0.6
435,0.6
548,0.1
308,0.9
716,0.2
442,0.0
423,0.33333333333333337
692,0.4
728,0.881031746031746
620,0.0
76,0.25
629,0.0
482,0.0
230,0.0
13,0.7
503,0.881031746031746
427,0.6
797,0.7
837,0.0
167,1.0
266,0.0
289,0.0
748,1.0
136,0.3
196,0.7
28,0.5
787,0.9
251,0.0
102,0.0
557,1.0
842,0.6
778,0.7
610,1.0
203,0.0
395,0.8
783,0.7
653,0.0
361,0.2
714,0.36333333333333334
46,0.0
447,1.0
157,1.0
70,0.1
105,0.1
790,0.4
181,0.0
78,0.0
223,0.2
22,0.3
50,1.0
784,0.0
320,1.0
336,0.0
718,0.9
428,1.0
305,0.0
414,0.0
19,1.0
100,0.5
860,0.4833333333333333
571,0.4
811,0.0
125,0.4
326,1.0
834,0.1
149,0.4
549,0.0
637,0.8
135,0.0
134,0.8
38,0.1
163,0.05
595,0.3
552,0.2
554,0.0
759,0.0
532,0.4833333333333333
628,1.0
128,0.0
301,0.881031746031746
676,0.0
180,0.9
725,0.5
612,0.0
218,0.3
654,0.9
685,0.0
358,1.0
72,0.1
550,0.8
379,0.3
535,0.5
495,0.1
260,0.9
723,0.0
531,0.5
779,0.0
724,0.0
586,1.0
295,0.0
114,0.5
691,0.6
52,0.6
10,1.0
540,1.0
341,0.9
197,0.0979076479076479
762,0.2
99,1.0
185,0.4
4,1.0
