PassengerId,Survived
132,0.0
39,1.0
756,0.0
660,1.0
799,0.0
683,0.0
840,0.0
706,0.0
122,0.0
115,0.0
250,1.0
491,0.0
161,0.0
831,0.0
58,0.0
750,0.0
214,0.0
124,1.0
47,0.0
94,0.0
611,0.0
667,0.0
821,1.0
302,0.0
614,0.0
142,1.0
162,1.0
508,1.0
110,0.0
464,0.0
792,0.0
316,1.0
389,0.0
398,0.0
169,0.0
884,0.0
92,0.0
252,0.0
647,0.0
808,1.0
593,0.0
856,0.0
836,1.0
861,0.0
758,0.0
868,0.0
715,0.0
187,1.0
5,0.0
740,0.0
752,1.0
455,0.0
687,0.0
120,0.0
537,1.0
573,1.0
580,0.0
805,0.0
606,0.0
618,1.0
569,0.0
589,0.0
240,0.0
347,1.0
695,1.0
271,0.0
490,1.0
854,1.0
90,0.0
51,0.0
588,0.0
680,0.0
327,0.0
314,0.0
315,0.0
381,1.0
144,0.0
188,1.0
8,0.0
276,1.0
690,1.0
820,0.0
118,0.0
104,0.0
710,0.0
9,1.0
712,1.0
887,1.0
332,0.0
11,1.0
698,1.0
562,0.0
330,1.0
873,0.0
288,0.0
450,1.0
93,0.0
475,1.0
311,1.0
45,1.0
55,1.0
30,0.0
160,0.0
818,0.0
625,0.0
64,0.0
254,0.0
564,0.0
225,0.0
841,0.0
643,0.0
809,0.0
268,0.0
852,0.0
832,1.0
103,0.0
615,0.0
53,1.0
771,0.0
234,0.0
210,0.0
220,0.0
847,0.0
191,1.0
32,1.0
665,0.0
147,0.0
492,0.0
461,1.0
511,0.0
282,0.0
465,0.0
200,1.0
153,0.0
505,1.0
886,0.0
436,1.0
694,0.0
20,1.0
640,0.0
526,0.0
29,1.0
417,1.0
472,0.0
405,0.0
673,0.0
371,0.0
468,1.0
463,0.0
40,1.0
31,1.0
849,1.0
383,0.0
875,1.0
419,0.0
525,0.0
502,1.0
352,0.0
435,0.0
548,0.0
308,1.0
716,0.0
442,0.0
423,0.0
692,1.0
728,1.0
620,0.0
76,0.0
629,0.0
482,0.0
230,0.0
13,0.0
503,1.0
427,1.0
797,1.0
837,0.0
167,1.0
266,0.0
289,0.0
748,1.0
136,0.0
196,1.0
28,0.0
787,1.0
251,0.0
102,0.0
557,1.0
842,0.0
778,1.0
610,1.0
203,0.0
395,1.0
783,1.0
653,0.0
361,0.0
714,0.0
46,0.0
447,1.0
157,1.0
70,0.0
105,0.0
790,0.0
181,0.0
78,0.0
223,0.0
22,0.0
50,1.0
784,0.0
320,1.0
336,0.0
718,1.0
428,1.0
305,0.0
414,0.0
19,1.0
100,0.0
860,0.0
571,0.0
811,0.0
125,0.0
326,1.0
834,0.0
149,0.0
549,0.0
637,0.0
135,0.0
134,1.0
38,0.0
163,0.0
595,0.0
552,0.0
554,0.0
759,0.0
532,0.0
628,1.0
128,0.0
301,1.0
676,0.0
180,0.0
725,0.0
612,0.0
218,0.0
654,1.0
685,0.0
358,1.0
72,0.0
550,1.0
379,0.0
535,0.0
495,0.0
260,1.0
723,0.0
531,1.0
779,0.0
724,0.0
586,1.0
295,0.0
114,0.0
691,0.0
52,0.0
10,1.0
540,1.0
341,1.0
197,0.0
762,0.0
99,1.0
185,1.0
4,1.0
